policy,scenario,replication,overflow_incidents,overflow_bin_hours,overflow_spilled_kg,distance_km,travel_time_hours,service_time_hours,depot_unloading_time_hours,turnaround_time_hours,idling_time_hours,collection_trips,collection_stops,wasted_pickups,collected_kg,mean_fill_at_collection_pct,truck_utilization_pct,unserved_required_bins,inspection_events,base_driving_fuel_l,traffic_fuel_penalty_l,payload_fuel_penalty_l,driving_fuel_l,collection_idle_fuel_l,depot_idle_fuel_l,fuel_l,co2_kg,routing_fallbacks,forecast_driven_dispatches,capacity_constrained_decisions,dispatch_limit_blocks,sensor_uncertainty_decisions,overflow_incidents_post_warmup,overflow_bin_hours_post_warmup,overflow_spilled_kg_post_warmup,distance_km_post_warmup,travel_time_hours_post_warmup,service_time_hours_post_warmup,depot_unloading_time_hours_post_warmup,turnaround_time_hours_post_warmup,idling_time_hours_post_warmup,collection_trips_post_warmup,collection_stops_post_warmup,wasted_pickups_post_warmup,collected_kg_post_warmup,mean_fill_at_collection_pct_post_warmup,truck_utilization_pct_post_warmup,unserved_required_bins_post_warmup,inspection_events_post_warmup,base_driving_fuel_l_post_warmup,traffic_fuel_penalty_l_post_warmup,payload_fuel_penalty_l_post_warmup,driving_fuel_l_post_warmup,collection_idle_fuel_l_post_warmup,depot_idle_fuel_l_post_warmup,fuel_l_post_warmup,co2_kg_post_warmup,routing_fallbacks_post_warmup,forecast_driven_dispatches_post_warmup,capacity_constrained_decisions_post_warmup,dispatch_limit_blocks_post_warmup,sensor_uncertainty_decisions_post_warmup,uncollected_kg_at_horizon,unfinished_trip_count,analysis_warmup_days
smart,localized_surge,1,2.0,8.0,92.1734906742181,771.6250000000003,22.062726388888894,43.86666666666655,7.9999999999999964,0.6666666666666666,51.866666666666546,24.0,329.0,48.0,114263.20419393569,64.31566148482254,52.899631571266525,0.0,150.0,347.23124999999993,18.358537500000008,14.64582234640077,380.23560984640073,131.6000000000008,24.0,535.8356098464016,1436.0394343883563,0.0,20.0,0.0,12.0,91.0,2.0,8.0,92.1734906742181,771.6250000000003,22.062726388888894,43.86666666666655,7.9999999999999964,0.6666666666666666,51.866666666666546,24.0,329.0,48.0,114263.20419393569,64.31566148482254,52.899631571266525,0.0,130.0,347.23124999999993,18.358537500000008,14.64582234640077,380.23560984640073,131.6000000000008,24.0,535.8356098464016,1436.0394343883563,0.0,20.0,0.0,12.0,80.0,5258.860362136315,0,3
fixed,gradual_upward_trend,1,2.0,243.0,1370.2503952528132,510.9829999999999,16.797048611111116,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,293.0,5.0,108459.6801773932,68.54991794804273,66.95041986258839,4.0,9.0,229.9423499999999,33.84024750000003,12.743820427235619,276.52641792723557,118.80000000000061,18.0,413.3264179272362,1107.7148000449931,0.0,0.0,0.0,0.0,7.0,2.0,243.0,1370.2503952528132,510.9829999999999,16.797048611111116,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,293.0,5.0,108459.6801773932,68.54991794804273,66.95041986258839,4.0,9.0,229.9423499999999,33.84024750000003,12.743820427235619,276.52641792723557,118.80000000000061,18.0,413.3264179272362,1107.7148000449931,0.0,0.0,0.0,0.0,7.0,9037.55766714999,0,3
smart,gradual_upward_trend,1,0.0,0.0,0.0,787.303,22.1005375,43.19999999999989,8.33333333333333,0.6666666666666666,51.53333333333322,25.0,324.0,62.0,109921.3949292684,62.8265860363902,48.853953301897064,0.0,148.0,354.28634999999974,18.466987499999995,13.993384135953676,386.74672163595346,129.60000000000076,25.0,541.3467216359543,1450.8092139843575,0.0,21.0,0.0,12.0,90.0,0.0,0.0,0.0,787.303,22.1005375,43.19999999999989,8.33333333333333,0.6666666666666666,51.53333333333322,25.0,324.0,62.0,109921.3949292684,62.8265860363902,48.853953301897064,0.0,128.0,354.28634999999974,18.466987499999995,13.993384135953676,386.74672163595346,129.60000000000076,25.0,541.3467216359543,1450.8092139843575,0.0,21.0,0.0,12.0,79.0,8946.093310527644,0,3
fixed,abrupt_behavior_change,1,46.0,423.0,2318.050725314559,511.6459999999999,16.6073388888889,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,3.0,129046.97166525581,80.73509238316808,79.65862448472582,1.0,9.0,230.24069999999995,32.401215,15.249034201420766,277.8909492014207,118.80000000000061,18.0,414.6909492014213,1111.3717438598092,0.0,0.0,0.0,0.0,7.0,46.0,423.0,2318.050725314559,511.6459999999999,16.6073388888889,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,3.0,129046.97166525581,80.73509238316808,79.65862448472582,1.0,9.0,230.24069999999995,32.401215,15.249034201420766,277.8909492014207,118.80000000000061,18.0,414.6909492014213,1111.3717438598092,0.0,0.0,0.0,0.0,7.0,12110.504354484396,0,3
smart,abrupt_behavior_change,1,1.0,9.0,55.99575620258952,857.5789999999998,23.96822638888889,52.266666666666524,8.999999999999998,0.8333333333333333,61.266666666666524,27.0,392.0,55.0,136419.5225261453,64.44610852520096,56.13972120417502,0.0,154.0,385.91054999999966,17.179762499999995,17.913252853324135,421.0035653533238,156.80000000000115,27.0,604.803565353325,1620.873555146911,0.0,22.0,0.0,10.0,93.0,1.0,9.0,55.99575620258952,857.5789999999998,23.96822638888889,52.266666666666524,8.999999999999998,0.8333333333333333,61.266666666666524,27.0,392.0,55.0,136419.5225261453,64.44610852520096,56.13972120417502,0.0,134.0,385.91054999999966,17.179762499999995,17.913252853324135,421.0035653533238,156.80000000000115,27.0,604.803565353325,1620.873555146911,0.0,22.0,0.0,10.0,82.0,7000.008462706893,0,3
fixed,traffic_disruption,1,1.0,49.0,228.2714395817933,511.8789999999999,22.361175000000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,9.0,104952.40638345001,65.66091490456083,64.78543603916667,1.0,9.0,230.3455499999999,122.54846625,16.39944379354322,369.2934600435431,118.80000000000061,18.0,506.0934600435437,1356.330472916697,0.0,0.0,0.0,0.0,7.0,1.0,49.0,228.2714395817933,511.8789999999999,22.361175000000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,9.0,104952.40638345001,65.66091490456083,64.78543603916667,1.0,9.0,230.3455499999999,122.54846625,16.39944379354322,369.2934600435431,118.80000000000061,18.0,506.0934600435437,1356.330472916697,0.0,0.0,0.0,0.0,7.0,8234.976528735166,0,3
smart,traffic_disruption,1,0.0,0.0,0.0,660.1519999999997,24.780540000000016,40.7999999999999,6.999999999999997,0.8333333333333333,47.7999999999999,21.0,306.0,34.0,108148.62551610229,65.44942236510664,57.2214949820647,0.0,151.0,297.0683999999999,122.715102375,18.435405334799622,438.2189077097995,122.40000000000066,21.0,581.6189077098002,1558.7386726622644,0.0,16.0,0.0,13.0,91.0,0.0,0.0,0.0,660.1519999999997,24.780540000000016,40.7999999999999,6.999999999999997,0.8333333333333333,47.7999999999999,21.0,306.0,34.0,108148.62551610229,65.44942236510664,57.2214949820647,0.0,131.0,297.0683999999999,122.715102375,18.435405334799622,438.2189077097995,122.40000000000066,21.0,581.6189077098002,1558.7386726622644,0.0,16.0,0.0,13.0,80.0,5267.028835664722,0,3
fixed,sensor_failure,1,0.0,0.0,0.0,510.9829999999999,16.797048611111116,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,8.0,105149.25546418954,65.56257355293022,64.90694781740095,0.0,130.0,229.9423499999999,33.84024750000003,12.299302397801206,276.0818998978012,118.80000000000061,18.0,412.88189989780176,1106.523491726109,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,510.9829999999999,16.797048611111116,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,8.0,105149.25546418954,65.56257355293022,64.90694781740095,0.0,130.0,229.9423499999999,33.84024750000003,12.299302397801206,276.0818998978012,118.80000000000061,18.0,412.88189989780176,1106.523491726109,0.0,0.0,0.0,0.0,9.0,8266.398887577488,0,3
smart,sensor_failure,1,7.0,64.0,234.0823079086299,1264.3269999999995,36.517084722222215,41.599999999999895,14.000000000000007,0.16666666666666666,55.5999999999999,42.0,312.0,61.0,108525.16672088444,64.41427274506431,28.710361566371546,0.0,1525.0,568.947149999999,48.26547000000002,13.56816331869478,630.7807833186939,124.8000000000007,42.0,797.5807833186946,2137.5164992941013,0.0,41.0,0.0,18.0,102.0,7.0,64.0,234.0823079086299,1264.3269999999995,36.517084722222215,41.599999999999895,14.000000000000007,0.16666666666666666,55.5999999999999,42.0,312.0,61.0,108525.16672088444,64.41427274506431,28.710361566371546,0.0,1339.0,568.947149999999,48.26547000000002,13.56816331869478,630.7807833186939,124.8000000000007,42.0,797.5807833186946,2137.5164992941013,0.0,41.0,0.0,18.0,90.0,4656.4053229739875,0,3
fixed,reduced_truck_capacity,1,11.0,828.0,3924.0995489800835,579.3979999999997,18.977993055555558,37.99999999999991,5.999999999999998,1.5,43.99999999999991,18.0,280.0,12.0,101144.01363063212,66.89418890914818,96.05319433108464,17.0,9.0,260.7290999999999,35.6755725,22.236369589064303,318.6410420890642,114.00000000000054,18.0,450.64104208906474,1207.7179927986936,2.0,0.0,6.0,0.0,7.0,11.0,828.0,3924.0995489800835,579.3979999999997,18.977993055555558,37.99999999999991,5.999999999999998,1.5,43.99999999999991,18.0,280.0,12.0,101144.01363063212,66.89418890914818,96.05319433108464,17.0,9.0,260.7290999999999,35.6755725,22.236369589064303,318.6410420890642,114.00000000000054,18.0,450.64104208906474,1207.7179927986936,2.0,0.0,6.0,0.0,7.0,8347.541172154759,0,3
smart,reduced_truck_capacity,1,0.0,0.0,0.0,804.6540000000001,22.72189583333334,41.33333333333323,8.999999999999998,1.1666666666666665,50.33333333333323,27.0,310.0,49.0,106863.27282995147,63.837080543579155,67.65639305473344,0.0,147.0,362.09429999999986,22.196137500000003,19.41368101799563,403.70411851799554,124.00000000000068,27.0,554.7041185179962,1486.60703762823,0.0,20.0,0.0,14.0,88.0,0.0,0.0,0.0,804.6540000000001,22.72189583333334,41.33333333333323,8.999999999999998,1.1666666666666665,50.33333333333323,27.0,310.0,49.0,106863.27282995147,63.837080543579155,67.65639305473344,0.0,127.0,362.09429999999986,22.196137500000003,19.41368101799563,403.70411851799554,124.00000000000068,27.0,554.7041185179962,1486.60703762823,0.0,20.0,0.0,14.0,77.0,6552.381521815481,0,3
fixed,combined_demand_operational_stress,1,133.0,9292.0,75254.95703497627,475.96099999999973,20.658397500000014,26.66666666666661,5.999999999999998,1.5,32.66666666666661,18.0,195.0,0.0,99475.14165630788,94.46832066126105,94.46832066126105,102.0,130.0,214.18244999999996,117.39685162500005,24.093272298433714,355.67257392343373,80.00000000000006,18.0,453.6725739234338,1215.8424981148025,1.0,0.0,9.0,0.0,9.0,127.0,9270.0,75075.41811628782,475.96099999999973,20.658397500000014,26.66666666666661,5.999999999999998,1.5,32.66666666666661,18.0,195.0,0.0,99475.14165630788,94.46832066126105,94.46832066126105,102.0,130.0,214.18244999999996,117.39685162500005,24.093272298433714,355.67257392343373,80.00000000000006,18.0,453.6725739234338,1215.8424981148025,1.0,0.0,9.0,0.0,9.0,15958.443308573764,0,3
smart,combined_demand_operational_stress,1,53.0,712.0,7002.190270649926,1645.542,60.29415187499998,61.73333333333316,18.000000000000004,0.8333333333333333,79.73333333333316,54.0,463.0,71.0,176806.17517473,70.71681272487398,55.969032977122495,0.0,1069.0,740.4938999999995,304.79480887500034,45.329441276051845,1090.6181501510516,185.20000000000155,54.0,1329.8181501510533,3563.912642404823,0.0,49.0,0.0,48.0,72.0,52.0,711.0,6999.4368256095295,1576.9839999999995,57.872476874999975,58.6666666666665,17.33333333333334,0.8333333333333333,75.99999999999984,52.0,440.0,68.0,168562.6319495027,70.94386866561553,55.41177907610214,0.0,896.0,709.6427999999994,293.9969238750004,43.115671960708774,1046.7553958357087,176.00000000000142,52.0,1274.75539583571,3416.344460839703,0.0,47.0,0.0,47.0,61.0,6880.176554477988,0,3
fixed,normal_patterned,2,1.0,4.0,16.2605256304862,491.7779999999999,16.005797222222224,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,50.0,98820.47074500934,61.61645513468598,64.58854297059433,0.0,11.0,221.30009999999996,31.53624750000002,11.87292910025603,264.70927660025603,118.80000000000061,17.0,400.5092766002566,1073.3648612886877,0.0,0.0,0.0,0.0,7.0,1.0,4.0,16.2605256304862,491.7779999999999,16.005797222222224,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,50.0,98820.47074500934,61.61645513468598,64.58854297059433,0.0,11.0,221.30009999999996,31.53624750000002,11.87292910025603,264.70927660025603,118.80000000000061,17.0,400.5092766002566,1073.3648612886877,0.0,0.0,0.0,0.0,7.0,12143.151416311512,0,3
smart,normal_patterned,2,0.0,0.0,0.0,680.0069999999998,18.9436763888889,41.86666666666656,6.999999999999997,0.5,48.86666666666656,21.0,314.0,60.0,106622.121523157,62.881647513067364,56.41382091172327,0.0,174.0,306.00315000000006,11.498220000000003,13.728686901150141,331.2300569011502,125.6000000000007,21.0,477.8300569011509,1280.5845524950844,0.0,18.0,0.0,6.0,91.0,0.0,0.0,0.0,680.0069999999998,18.9436763888889,41.86666666666656,6.999999999999997,0.5,48.86666666666656,21.0,314.0,60.0,106622.121523157,62.881647513067364,56.41382091172327,0.0,154.0,306.00315000000006,11.498220000000003,13.728686901150141,331.2300569011502,125.6000000000007,21.0,477.8300569011509,1280.5845524950844,0.0,18.0,0.0,6.0,79.0,4357.761163794289,0,3
fixed,high_demand_seasonal,2,95.0,820.0,5553.223449990199,510.78399999999993,16.39609861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,139180.64325494668,87.37014642495087,85.91397731786833,2.0,11.0,229.8528,31.52434500000001,16.582053134092114,277.95919813409216,118.80000000000061,18.0,414.7591981340928,1111.5546509993687,0.0,0.0,0.0,0.0,7.0,84.0,780.0,5114.396181530912,510.78399999999993,16.39609861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,139180.64325494668,87.37014642495087,85.91397731786833,2.0,11.0,229.8528,31.52434500000001,16.582053134092114,277.95919813409216,118.80000000000061,18.0,414.7591981340928,1111.5546509993687,0.0,0.0,0.0,0.0,7.0,17100.316780298468,0,3
smart,high_demand_seasonal,2,7.0,58.0,452.02493767087606,1020.9810000000002,29.26809861111111,56.533333333333175,11.333333333333336,1.1666666666666665,67.8666666666665,34.0,422.0,68.0,152643.34607397858,66.98409078198104,49.88344642940476,2.0,152.0,459.4414499999994,28.875532500000006,19.030716775425528,507.34769927542493,169.60000000000133,34.0,710.9476992754262,1905.3398340581423,0.0,27.0,0.0,12.0,84.0,6.0,53.0,400.34981694695614,964.8710000000002,27.687706944444447,52.266666666666524,10.666666666666668,0.9999999999999999,62.933333333333195,32.0,390.0,68.0,139448.34438699888,66.21478840788164,48.4195640232635,2.0,134.0,434.1919499999996,27.380947500000005,17.486635288101386,479.059532788101,156.80000000000115,32.0,667.8595327881021,1789.8635478721137,0.0,26.0,0.0,11.0,73.0,8738.812473586155,0,3
fixed,event_heavy,2,0.0,0.0,0.0,475.26099999999997,15.508940277777782,39.5999999999999,5.333333333333332,1.1666666666666665,44.93333333333324,16.0,297.0,66.0,94064.28802840023,58.65088416785145,65.3224222419446,0.0,11.0,213.86744999999996,30.25782000000002,11.628475384689267,255.75374538468924,118.80000000000061,16.0,390.5537453846898,1046.6840376309688,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,475.26099999999997,15.508940277777782,39.5999999999999,5.333333333333332,1.1666666666666665,44.93333333333324,16.0,297.0,66.0,94064.28802840023,58.65088416785145,65.3224222419446,0.0,11.0,213.86744999999996,30.25782000000002,11.628475384689267,255.75374538468924,118.80000000000061,16.0,390.5537453846898,1046.6840376309688,0.0,0.0,0.0,0.0,7.0,11363.022422193064,0,3
smart,event_heavy,2,0.0,0.0,0.0,709.7700000000002,20.853593055555567,38.399999999999906,7.33333333333333,0.16666666666666666,45.733333333333235,22.0,288.0,33.0,96385.82230067084,61.976480388805804,48.67970823266204,0.0,179.0,319.39649999999983,22.083007500000015,12.929735953982942,354.40924345398275,115.20000000000056,22.0,491.6092434539833,1317.5127724566753,0.0,21.0,0.0,3.0,94.0,0.0,0.0,0.0,709.7700000000002,20.853593055555567,38.399999999999906,7.33333333333333,0.16666666666666666,45.733333333333235,22.0,288.0,33.0,96385.82230067084,61.976480388805804,48.67970823266204,0.0,159.0,319.39649999999983,22.083007500000015,12.929735953982942,354.40924345398275,115.20000000000056,22.0,491.6092434539833,1317.5127724566753,0.0,21.0,0.0,3.0,82.0,9041.488149922397,0,3
fixed,persistent_multi_day_surge,2,44.0,346.0,2325.6760344307495,494.00699999999995,15.73922916666667,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,42.0,115188.37050488229,71.82215394992038,75.2865166698577,0.0,11.0,222.30314999999996,30.281017500000015,14.207620685790804,266.7917881857908,118.80000000000061,17.0,402.5917881857914,1078.945992337921,0.0,0.0,0.0,0.0,7.0,44.0,346.0,2325.6760344307495,494.00699999999995,15.73922916666667,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,42.0,115188.37050488229,71.82215394992038,75.2865166698577,0.0,11.0,222.30314999999996,30.281017500000015,14.207620685790804,266.7917881857908,118.80000000000061,17.0,402.5917881857914,1078.945992337921,0.0,0.0,0.0,0.0,7.0,12143.151416311512,0,3
smart,persistent_multi_day_surge,2,1.0,2.0,14.995385303471721,784.1959999999996,20.912586111111114,48.133333333333205,7.33333333333333,0.16666666666666666,55.466666666666534,22.0,361.0,60.0,121836.50615534282,62.499490179205296,61.53358896734486,0.0,177.0,352.88819999999964,6.323242500000001,16.781057084512838,375.9924995845125,144.40000000000097,22.0,542.3924995845134,1453.611898886496,0.0,21.0,0.0,4.0,93.0,1.0,2.0,14.995385303471721,784.1959999999996,20.912586111111114,48.133333333333205,7.33333333333333,0.16666666666666666,55.466666666666534,22.0,361.0,60.0,121836.50615534282,62.499490179205296,61.53358896734486,0.0,157.0,352.88819999999964,6.323242500000001,16.781057084512838,375.9924995845125,144.40000000000097,22.0,542.3924995845134,1453.611898886496,0.0,21.0,0.0,4.0,81.0,7805.696414978291,0,3
fixed,localized_surge,2,18.0,257.0,1609.9171938109662,494.40499999999986,16.074863888888896,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,296.0,39.0,103106.83430989426,64.50627772140533,67.39008778424461,1.0,11.0,222.4822499999999,31.819545000000023,12.676968315490651,266.9787633154906,118.80000000000061,17.0,402.77876331549123,1079.4470856855166,0.0,0.0,0.0,0.0,7.0,18.0,257.0,1609.9171938109662,494.40499999999986,16.074863888888896,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,296.0,39.0,103106.83430989426,64.50627772140533,67.39008778424461,1.0,11.0,222.4822499999999,31.819545000000023,12.676968315490651,266.9787633154906,118.80000000000061,17.0,402.77876331549123,1079.4470856855166,0.0,0.0,0.0,0.0,7.0,12143.151416311512,0,3
smart,localized_surge,2,2.0,5.0,33.388724462380765,682.219,19.257015277777793,39.333333333333236,6.999999999999997,0.3333333333333333,46.333333333333236,21.0,295.0,32.0,104276.45698720512,65.45916948349353,55.1727285646588,0.0,172.0,306.99855,14.855287500000005,13.516872786593042,335.3707102865931,118.0000000000006,21.0,474.37071028659375,1271.3135035680714,0.0,19.0,0.0,6.0,91.0,2.0,5.0,33.388724462380765,682.219,19.257015277777793,39.333333333333236,6.999999999999997,0.3333333333333333,46.333333333333236,21.0,295.0,32.0,104276.45698720512,65.45916948349353,55.1727285646588,0.0,152.0,306.99855,14.855287500000005,13.516872786593042,335.3707102865931,118.0000000000006,21.0,474.37071028659375,1271.3135035680714,0.0,19.0,0.0,6.0,79.0,12550.057208349186,0,3
fixed,gradual_upward_trend,2,1.0,4.0,19.651646436505757,494.4659999999999,16.295561111111116,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,32.0,103154.67980699148,64.31891745042488,67.42135935097483,0.0,11.0,222.5096999999999,32.715562500000026,12.373874585417296,267.5991370854172,118.80000000000061,17.0,403.3991370854178,1081.1096873889198,0.0,0.0,0.0,0.0,7.0,1.0,4.0,19.651646436505757,494.4659999999999,16.295561111111116,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,32.0,103154.67980699148,64.31891745042488,67.42135935097483,0.0,11.0,222.5096999999999,32.715562500000026,12.373874585417296,267.5991370854172,118.80000000000061,17.0,403.3991370854178,1081.1096873889198,0.0,0.0,0.0,0.0,7.0,13280.467428387876,0,3
smart,gradual_upward_trend,2,0.0,0.0,0.0,756.0119999999994,21.864062499999996,45.06666666666655,7.9999999999999964,0.6666666666666666,53.06666666666655,25.0,338.0,52.0,115239.86977702894,63.138214867975535,51.217719900901756,0.0,176.0,340.20539999999977,21.289410000000004,14.271875383375498,375.7666853833753,135.20000000000084,24.0,534.9666853833762,1433.7107168274483,0.0,21.0,0.0,6.0,92.0,0.0,0.0,0.0,756.0119999999994,21.864062499999996,45.06666666666655,7.9999999999999964,0.6666666666666666,53.06666666666655,25.0,338.0,52.0,115239.86977702894,63.138214867975535,51.217719900901756,0.0,156.0,340.20539999999977,21.289410000000004,14.271875383375498,375.7666853833753,135.20000000000084,24.0,534.9666853833762,1433.7107168274483,0.0,21.0,0.0,6.0,80.0,1214.9291047868758,1,3
fixed,abrupt_behavior_change,2,41.0,317.0,2073.7851575991917,490.5829999999998,15.804140277777789,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,21.0,122164.59747515513,76.17196500508489,79.84614214062427,0.0,11.0,220.76234999999994,30.14482500000001,14.790679610210049,265.69785461021,118.80000000000061,17.0,401.49785461021065,1076.0142503553645,0.0,0.0,0.0,0.0,7.0,41.0,317.0,2073.7851575991917,490.5829999999998,15.804140277777789,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,21.0,122164.59747515513,76.17196500508489,79.84614214062427,0.0,11.0,220.76234999999994,30.14482500000001,14.790679610210049,265.69785461021,118.80000000000061,17.0,401.49785461021065,1076.0142503553645,0.0,0.0,0.0,0.0,7.0,16859.871597249738,0,3
