policy,scenario,replication,overflow_incidents,overflow_bin_hours,overflow_spilled_kg,distance_km,travel_time_hours,service_time_hours,depot_unloading_time_hours,turnaround_time_hours,idling_time_hours,collection_trips,collection_stops,wasted_pickups,collected_kg,mean_fill_at_collection_pct,truck_utilization_pct,unserved_required_bins,inspection_events,base_driving_fuel_l,traffic_fuel_penalty_l,payload_fuel_penalty_l,driving_fuel_l,collection_idle_fuel_l,depot_idle_fuel_l,fuel_l,co2_kg,routing_fallbacks,overflow_incidents_post_warmup,overflow_bin_hours_post_warmup,overflow_spilled_kg_post_warmup,distance_km_post_warmup,travel_time_hours_post_warmup,service_time_hours_post_warmup,depot_unloading_time_hours_post_warmup,turnaround_time_hours_post_warmup,idling_time_hours_post_warmup,collection_trips_post_warmup,collection_stops_post_warmup,wasted_pickups_post_warmup,collected_kg_post_warmup,mean_fill_at_collection_pct_post_warmup,truck_utilization_pct_post_warmup,unserved_required_bins_post_warmup,inspection_events_post_warmup,base_driving_fuel_l_post_warmup,traffic_fuel_penalty_l_post_warmup,payload_fuel_penalty_l_post_warmup,driving_fuel_l_post_warmup,collection_idle_fuel_l_post_warmup,depot_idle_fuel_l_post_warmup,fuel_l_post_warmup,co2_kg_post_warmup,routing_fallbacks_post_warmup,uncollected_kg_at_horizon,unfinished_trip_count,analysis_warmup_days
smart,traffic,3,0.0,0.0,0.0,695.3419999999999,31.337711250000016,45.73333333333321,7.666666666666663,0.16666666666666666,53.39999999999988,23.0,343.0,119.0,107529.99957548546,58.05528537711136,51.946859698302156,0.0,96.0,312.9038999999999,184.87339875000012,19.677646008791115,517.4549447587912,137.20000000000087,23.0,677.654944758792,1816.1152519535626,0.0,0.0,0.0,0.0,669.0139999999999,30.066133125000018,43.33333333333322,7.33333333333333,0.16666666666666666,50.66666666666655,22.0,325.0,104.0,103151.73194552974,58.77591563847855,52.09683431592411,0.0,88.0,301.05629999999996,177.65445937500007,18.9349492911956,497.6457086661957,130.00000000000077,22.0,649.6457086661965,1741.0504992254066,0.0,5646.727027942934,0,3
fixed,sensor_failure,3,0.0,0.0,0.0,510.9829999999999,16.797048611111116,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102946.46339281499,64.18909053049941,63.54719962519444,0.0,123.0,229.9423499999999,33.840247500000025,12.062567208701577,275.8451647087015,118.80000000000061,18.0,412.64516470870205,1105.8890414193215,0.0,0.0,0.0,0.0,510.9829999999999,16.797048611111116,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102946.46339281499,64.18909053049941,63.54719962519444,0.0,123.0,229.9423499999999,33.840247500000025,12.062567208701577,275.8451647087015,118.80000000000061,18.0,412.64516470870205,1105.8890414193215,0.0,10230.263210613532,0,3
smart,sensor_failure,3,1.0,1.0,10.672577568717202,1292.698,43.896449999999994,48.9333333333332,14.000000000000007,0.0,62.93333333333321,42.0,367.0,138.0,108635.1626235718,54.81641064868896,28.739461011526927,0.0,839.0,581.7140999999993,116.19033749999998,15.773645338036587,713.6780828380358,146.800000000001,42.0,902.4780828380368,2418.6412620059386,0.0,1.0,1.0,10.672577568717202,1266.8969999999997,43.025438888888885,47.59999999999987,13.666666666666673,0.0,61.266666666666545,41.0,357.0,128.0,106201.75961702866,55.089614906644144,28.780964665861426,0.0,758.0,570.1036499999994,114.17676749999997,15.479401372725352,699.7598188727247,142.80000000000095,41.0,883.5598188727257,2367.940314578905,0.0,4530.8914022879935,0,3
fixed,truck_capacity,3,8.0,417.0,1951.9066711936666,537.7409999999996,17.66085416666667,38.93333333333324,5.999999999999998,1.5,44.93333333333324,18.0,287.0,1.0,100670.79901502695,64.95728417539482,95.60379773506833,10.0,18.0,241.98344999999986,34.64955000000001,19.180583821851833,295.8135838218517,116.80000000000058,18.0,430.6135838218523,1154.0444046425641,0.0,8.0,417.0,1951.9066711936666,537.7409999999996,17.66085416666667,38.93333333333324,5.999999999999998,1.5,44.93333333333324,18.0,287.0,1.0,100670.79901502695,64.95728417539482,95.60379773506833,10.0,18.0,241.98344999999986,34.64955000000001,19.180583821851833,295.8135838218517,116.80000000000058,18.0,430.6135838218523,1154.0444046425641,0.0,10554.020917207936,0,3
smart,truck_capacity,3,0.0,0.0,0.0,799.5849999999995,25.355883333333345,43.86666666666655,10.0,1.5,53.86666666666655,30.0,328.0,77.0,107593.63061179247,60.74617807802198,61.30691202951138,1.0,90.0,359.8132500000001,58.822829999999996,19.735623452114197,438.3717034521143,131.6000000000008,30.0,599.9717034521151,1607.9241652516685,0.0,0.0,0.0,0.0,773.2569999999995,24.413973611111118,41.46666666666656,9.666666666666666,1.5,51.133333333333226,29.0,310.0,61.0,103245.66903029974,61.67602689982064,60.85804245817845,1.0,82.0,347.96565000000004,56.54706750000001,18.894460182547625,423.4071776825477,124.40000000000069,29.0,576.8071776825484,1545.8432361892299,0.0,5583.0959916360225,0,3
fixed,base,4,0.0,0.0,0.0,511.8789999999999,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102314.73245864143,63.79519420042485,63.15724225842064,0.0,12.0,230.34554999999992,34.28460000000002,11.993930449615466,276.6240804496154,118.80000000000061,18.0,413.424080449616,1107.9765356049709,0.0,0.0,0.0,0.0,511.8789999999999,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102314.73245864143,63.79519420042485,63.15724225842064,0.0,12.0,230.34554999999992,34.28460000000002,11.993930449615466,276.6240804496154,118.80000000000061,18.0,413.424080449616,1107.9765356049709,0.0,10236.917474213811,0,3
smart,base,4,0.0,0.0,0.0,598.3710000000003,19.56749722222222,41.46666666666656,6.999999999999997,0.3333333333333333,48.46666666666656,21.0,311.0,65.0,102323.38394537973,60.92853634951742,54.139356584857,0.0,80.0,269.2669500000002,43.30494000000003,12.736657834680157,325.3085478346804,124.40000000000069,21.0,470.7085478346811,1261.4989081969454,0.0,0.0,0.0,0.0,570.4850000000001,18.521913888888893,38.799999999999905,6.666666666666664,0.3333333333333333,45.46666666666657,20.0,291.0,46.0,97511.28681381281,62.05376531361375,54.172937118784894,0.0,72.0,256.7182500000001,40.923157500000016,12.107179727711232,309.74858722771137,116.40000000000057,20.0,446.1485872277119,1195.678213770268,0.0,10228.265987475575,0,3
fixed,high_demand,4,68.0,521.0,2794.0382642417735,510.64899999999983,16.467625000000016,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,145451.53832170847,90.9982096607286,89.78490019858548,1.0,12.0,229.79205,31.675837500000007,17.306826021965872,278.7747135219659,118.80000000000061,18.0,415.5747135219665,1113.7402322388702,0.0,67.0,518.0,2779.617916630251,510.64899999999983,16.467625000000016,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,145451.53832170847,90.9982096607286,89.78490019858548,1.0,12.0,229.79205,31.675837500000007,17.306826021965872,278.7747135219659,118.80000000000061,18.0,415.5747135219665,1113.7402322388702,0.0,14954.315816689736,0,3
smart,high_demand,4,6.0,25.0,188.3114684204354,963.7969999999997,30.993013888888875,61.33333333333316,11.333333333333336,1.5,72.66666666666649,34.0,453.0,78.0,155163.53335558853,63.43043633210225,50.70703704430998,7.0,72.0,433.70864999999964,63.270450000000004,19.163890549071372,516.142990549071,184.00000000000153,34.0,734.1429905490725,1967.5032146715143,0.0,6.0,25.0,188.3114684204354,897.247,28.80492916666666,56.533333333333175,10.666666666666668,1.5,67.19999999999985,32.0,418.0,72.0,144590.914137595,64.0576440446549,50.20517851999827,6.0,64.0,403.76114999999953,58.02608250000002,17.684340266146013,479.4715727661456,169.60000000000133,32.0,681.0715727661469,1825.271815013274,0.0,7848.04757863109,0,3
fixed,traffic,4,0.0,0.0,0.0,511.8789999999999,22.361175000000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102379.69202272735,63.83569773209085,63.197340754769975,0.0,12.0,230.34554999999992,122.54846625000002,16.029936493696383,368.9239527436963,118.80000000000061,18.0,505.72395274369694,1355.340193353108,0.0,0.0,0.0,0.0,511.8789999999999,22.361175000000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102379.69202272735,63.83569773209085,63.197340754769975,0.0,12.0,230.34554999999992,122.54846625000002,16.029936493696383,368.9239527436963,118.80000000000061,18.0,505.72395274369694,1355.340193353108,0.0,10171.957910127912,0,3
smart,traffic,4,0.0,0.0,0.0,598.3710000000003,26.305843125000003,41.46666666666656,6.999999999999997,0.3333333333333333,48.46666666666656,21.0,311.0,63.0,102356.71954543315,60.94838605777837,54.15699446848315,0.0,80.0,269.2669500000002,151.80044287500007,17.189137775715448,438.25653065071566,124.40000000000069,21.0,583.6565306507164,1564.19950214392,0.0,0.0,0.0,0.0,570.4850000000001,24.894305625,38.799999999999905,6.666666666666664,0.3333333333333333,45.46666666666657,20.0,291.0,46.0,97520.91393266941,62.059891773367234,54.17828551814967,0.0,72.0,256.7182500000001,144.19299150000003,16.335614420041367,417.2468559200415,116.40000000000057,20.0,553.6468559200421,1483.773573865713,0.0,10194.930387422142,0,3
fixed,sensor_failure,4,0.0,0.0,0.0,510.9829999999999,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102317.29519048738,63.796792112786704,63.15882419165887,0.0,131.0,229.9423499999999,33.840247500000025,12.000290600778985,275.7828881007789,118.80000000000061,18.0,412.58288810077954,1105.7221401100892,0.0,0.0,0.0,0.0,510.9829999999999,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102317.29519048738,63.796792112786704,63.15882419165887,0.0,131.0,229.9423499999999,33.840247500000025,12.000290600778985,275.7828881007789,118.80000000000061,18.0,412.58288810077954,1105.7221401100892,0.0,10234.354742367874,0,3
smart,sensor_failure,4,0.0,0.0,0.0,1321.070999999999,44.383454166666674,48.666666666666536,14.333333333333341,0.0,62.99999999999988,43.0,365.0,141.0,107610.26366511932,54.59678521822389,27.806269680909384,0.0,825.0,594.4819499999998,112.95337499999992,15.257449884935564,722.6927748849353,146.000000000001,43.0,911.6927748849363,2443.3366366916293,0.0,0.0,0.0,0.0,1293.1849999999995,43.34942638888888,46.93333333333321,14.000000000000007,0.0,60.933333333333216,42.0,352.0,129.0,104461.5958587126,54.956647652942245,27.635342819765235,0.0,738.0,581.9332499999995,110.63666249999993,14.863271006834573,707.433183506834,140.80000000000092,42.0,890.2331835068348,2385.8249317983177,0.0,4941.386267735964,0,3
fixed,truck_capacity,4,9.0,559.0,2579.950174613314,531.9339999999999,17.40098888888889,38.799999999999905,5.999999999999998,1.5,44.799999999999905,18.0,285.0,1.0,99614.87288513426,64.72701292081504,94.60101888426806,12.0,12.0,239.3702999999999,34.55952750000002,19.111129086527747,293.04095658652767,116.40000000000057,18.0,427.4409565865283,1145.5417636518957,0.0,9.0,559.0,2579.950174613314,531.9339999999999,17.40098888888889,38.799999999999905,5.999999999999998,1.5,44.799999999999905,18.0,285.0,1.0,99614.87288513426,64.72701292081504,94.60101888426806,12.0,12.0,239.3702999999999,34.55952750000002,19.111129086527747,293.04095658652767,116.40000000000057,18.0,427.4409565865283,1145.5417636518957,0.0,10356.826873107622,0,3
smart,truck_capacity,4,0.0,0.0,0.0,716.5899999999999,23.358468055555566,41.06666666666656,8.999999999999998,1.3333333333333333,50.06666666666656,27.0,308.0,54.0,102920.53748272534,61.88103504252362,65.160201002042,0.0,77.0,322.46549999999974,52.403242500000005,18.97930442659507,393.8480469265948,123.20000000000067,27.0,544.0480469265955,1458.048765763276,0.0,0.0,0.0,0.0,688.704,22.312884722222226,38.399999999999906,8.666666666666664,1.3333333333333333,47.06666666666657,26.0,288.0,35.0,98108.44035115845,63.0841308842325,64.50259063192534,0.0,69.0,309.9167999999998,50.021460000000005,18.010876569719812,377.9491365697196,115.20000000000056,26.0,519.1491365697202,1391.3196860068504,0.0,9631.112450129944,0,3
fixed,base,5,0.0,0.0,0.0,511.8789999999999,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103376.73396899323,64.45737247100213,63.81279874629211,0.0,14.0,230.34554999999992,34.28460000000002,12.104113330079642,276.7342633300796,118.80000000000061,18.0,413.5342633300802,1108.271825724615,0.0,0.0,0.0,0.0,511.8789999999999,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103376.73396899323,64.45737247100213,63.81279874629211,0.0,14.0,230.34554999999992,34.28460000000002,12.104113330079642,276.7342633300796,118.80000000000061,18.0,413.5342633300802,1108.271825724615,0.0,10067.764509023242,0,3
smart,base,5,0.0,0.0,0.0,702.2419999999998,23.29078333333334,43.73333333333322,7.9999999999999964,0.5,51.73333333333322,24.0,328.0,92.0,109554.96466189512,61.85352566728502,50.71989104717367,0.0,79.0,316.0088999999999,53.772120000000015,14.180451900664371,383.9614719006643,131.20000000000078,24.0,539.1614719006651,1444.9527446937825,0.0,0.0,0.0,0.0,673.8729999999998,22.236538888888894,41.73333333333323,7.666666666666663,0.5,49.39999999999989,23.0,313.0,79.0,105966.35892979731,62.69456805691479,51.19147774386343,0.0,73.0,303.24284999999986,51.266745000000014,13.686508571976832,368.1961035719767,125.2000000000007,23.0,516.3961035719774,1383.9415575728995,0.0,3889.5338161212503,0,3
fixed,high_demand,5,74.0,584.0,3589.6181486488017,513.3449999999998,16.501670833333346,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,146191.5218121176,91.77120013315611,90.24168013093679,2.0,14.0,231.00524999999996,31.589077500000016,17.592199491085022,280.186526991085,118.80000000000061,18.0,416.9865269910856,1117.5238923361096,0.0,70.0,575.0,3561.6292519727626,513.3449999999998,16.501670833333346,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,146191.5218121176,91.77120013315611,90.24168013093679,2.0,14.0,231.00524999999996,31.589077500000016,17.592199491085022,280.186526991085,118.80000000000061,18.0,416.9865269910856,1117.5238923361096,0.0,14713.38283235729,0,3
smart,high_demand,5,5.0,7.0,29.834010278878054,919.8579999999997,29.666900000000005,62.79999999999982,10.666666666666668,1.5,73.46666666666648,32.0,468.0,99.0,158243.8269445417,62.61626580584908,54.94577324463254,3.0,73.0,413.93609999999967,58.44215250000003,19.197187545051385,491.5754400450511,188.4000000000016,32.0,711.9754400450527,1908.0941793207412,0.0,5.0,7.0,29.834010278878054,863.7789999999995,27.999890277777784,58.399999999999835,10.0,1.3333333333333333,68.39999999999984,30.0,435.0,95.0,148141.11760624833,63.065609879203265,54.86708059490679,3.0,67.0,388.7005499999997,55.93734000000004,18.097945242160044,462.7358352421598,175.2000000000014,30.0,667.9358352421611,1790.068038448992,0.0,6220.861838303196,0,3
fixed,traffic,5,0.0,0.0,0.0,511.8789999999999,22.361175000000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103428.72249420633,64.48978831163888,63.844890428522426,0.0,14.0,230.34554999999992,122.54846625000002,16.174696987583136,369.0687132375831,118.80000000000061,18.0,505.86871323758373,1355.7281514767244,0.0,0.0,0.0,0.0,511.8789999999999,22.361175000000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103428.72249420633,64.48978831163888,63.844890428522426,0.0,14.0,230.34554999999992,122.54846625000002,16.174696987583136,369.0687132375831,118.80000000000061,18.0,505.86871323758373,1355.7281514767244,0.0,10015.775983810032,0,3
smart,traffic,5,0.0,0.0,0.0,702.2419999999998,31.057256250000023,43.73333333333322,7.9999999999999964,0.5,51.73333333333322,24.0,328.0,93.0,109632.96262676182,61.897562458650576,50.75600121609343,0.0,79.0,316.0088999999999,179.1878906250001,18.858413525929258,514.0552041509293,131.20000000000078,24.0,669.25520415093,1793.6039471244926,0.0,0.0,0.0,0.0,673.8729999999998,29.634026250000023,41.73333333333323,7.666666666666663,0.5,49.39999999999989,23.0,313.0,80.0,106037.12067470612,62.73643395734596,51.225662161693776,0.0,73.0,303.24284999999986,171.33751687500003,18.190148204668077,492.7705150796679,125.2000000000007,23.0,640.9705150796686,1717.800980413512,0.0,3811.5358512545945,0,3
fixed,sensor_failure,5,0.0,0.0,0.0,511.8789999999999,16.89209305555556,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103376.7339689932,64.45737247100216,63.8127987462921,0.0,135.0,230.3455499999999,34.28460000000003,12.109172328808796,276.7393223288087,118.80000000000061,18.0,413.53932232880936,1108.285383841209,0.0,0.0,0.0,0.0,511.8789999999999,16.89209305555556,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103376.7339689932,64.45737247100216,63.8127987462921,0.0,135.0,230.3455499999999,34.28460000000003,12.109172328808796,276.7393223288087,118.80000000000061,18.0,413.53932232880936,1108.285383841209,0.0,10067.764509023242,0,3
smart,sensor_failure,5,0.0,0.0,0.0,1259.1809999999994,42.60786944444445,48.79999999999987,13.666666666666673,0.0,62.46666666666654,41.0,366.0,148.0,107933.82437130623,54.611325830452394,29.25035890821307,0.0,921.0,566.6314499999997,110.15653500000002,14.952925824598482,691.7409108245982,146.400000000001,41.0,879.1409108245992,2356.097641009926,0.0,0.0,0.0,0.0,1195.030999999999,40.373136111111116,45.59999999999988,13.000000000000005,0.0,58.59999999999989,39.0,342.0,139.0,101174.78657382366,54.78383505188628,28.824725519607878,0.0,837.0,537.7639499999999,104.66840250000001,13.992112224246982,656.424464724247,136.80000000000086,39.0,832.2244647242478,2230.3615654609844,0.0,5510.67410671028,0,3
fixed,truck_capacity,5,8.0,812.0,3776.4417263499145,563.3339999999997,18.394591666666674,38.399999999999906,5.999999999999998,1.5,44.399999999999906,18.0,282.0,1.0,99264.97583049013,65.18582599848312,94.26873298242178,15.0,14.0,253.50029999999992,34.755862500000006,20.36284096211246,308.6190034621124,115.20000000000056,18.0,441.81900346211296,1184.0749292784628,1.0,8.0,812.0,3776.4417263499145,563.3339999999997,18.394591666666674,38.399999999999906,5.999999999999998,1.5,44.399999999999906,18.0,282.0,1.0,99264.97583049013,65.18582599848312,94.26873298242178,15.0,14.0,253.50029999999992,34.755862500000006,20.36284096211246,308.6190034621124,115.20000000000056,18.0,441.81900346211296,1184.0749292784628,1.0,10403.080921176435,0,3
smart,truck_capacity,5,1.0,2.0,15.503819411500217,745.5249999999997,23.963491666666656,41.33333333333323,9.333333333333332,1.5,50.66666666666656,28.0,310.0,81.0,108090.51985044612,64.57020301699295,65.98932835802572,0.0,77.0,335.48625,53.41796999999999,19.867724941137435,408.7719449411374,124.00000000000068,28.0,560.7719449411381,1502.8688124422504,0.0,1.0,2.0,15.503819411500217,717.156,22.90924722222221,39.333333333333236,8.999999999999998,1.5,48.333333333333236,27.0,295.0,68.0,104501.9141183483,65.60069938377174,66.16138912209452,0.0,71.0,322.72020000000003,50.91259499999999,19.107812127771982,392.740607127772,118.0000000000006,27.0,537.7406071277726,1441.1448271024306,0.0,5338.474808158771,0,3
fixed,base,6,0.0,0.0,0.0,509.1909999999999,16.606959722222232,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102897.10087961954,64.158312058623,63.51672893803675,0.0,8.0,229.13594999999992,32.951542500000016,12.03833460011613,274.12582710011606,118.80000000000061,18.0,410.92582710011663,1101.2812166283127,0.0,0.0,0.0,0.0,509.1909999999999,16.606959722222232,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102897.10087961954,64.158312058623,63.51672893803675,0.0,8.0,229.13594999999992,32.951542500000016,12.03833460011613,274.12582710011606,118.80000000000061,18.0,410.92582710011663,1101.2812166283127,0.0,10004.407724219183,0,3
smart,base,6,1.0,1.0,6.996375327953388,697.3579999999996,23.060052777777774,43.466666666666555,7.666666666666663,0.3333333333333333,51.13333333333322,23.0,326.0,103.0,106441.4990724354,60.46438256784564,51.42101404465478,0.0,90.0,313.8110999999997,54.05593499999997,14.10856373688614,381.97559873688584,130.40000000000077,23.0,535.3755987368866,1434.806604614856,0.0,1.0,1.0,6.996375327953388,669.1269999999997,22.119129166666664,41.46666666666656,7.33333333333333,0.3333333333333333,48.79999999999989,22.0,311.0,88.0,103003.31355175722,61.33340094781308,52.02187553119052,0.0,79.0,301.10714999999976,51.70142249999996,13.664884291705526,366.47345679170525,124.40000000000069,22.0,512.873456791706,1374.5008642017722,0.0,6453.01315607536,0,3
